385	74	794
385	74	794
385	73	834
386	73	834
386	73	918
383	73	918
383	71	980
380	71	980
380	69	989
379	69	989
379	67	979
379	67	979
379	66	810
380	66	810
380	67	836
380	67	836
380	67	988
378	67	988
378	66	1009
378	65	855
375	65	855
375	64	951
375	64	951
375	63	1059
374	63	1059
374	63	1066
375	63	1066
375	63	1066
375	62	1124
376	62	1124
376	61	1159
375	61	1159
375	59	1098
376	59	1098
376	58	1023
376	58	1023
376	57	1238
375	57	1238
375	56	1156
375	56	1156
375	55	1059
376	55	1059
376	54	1107
375	54	1107
375	54	1095
373	54	1095
373	54	1018
373	54	1018
373	55	1051
372	55	1051
372	56	866
371	56	866
371	57	1003
372	57	1003
372	55	1280
371	55	1280
371	56	1106
371	56	1106
371	56	1106
371	56	1199
371	56	1199
371	55	1127
372	55	1127
372	56	965
371	56	965
371	56	1120
371	56	1120
371	55	1142
370	55	1142
370	55	1014
370	55	1014
370	54	1133
370	54	1133
370	53	1153
369	53	1153
369	55	945
370	55	945
370	55	1138
370	55	1138
370	55	1157
370	55	1157
370	56	902
370	56	902
370	56	1053
369	56	1053
369	55	1184
368	55	1184
368	56	1043
367	56	1043
367	55	1183
367	55	1183
367	55	1183
367	55	1163
368	55	1163
368	55	1206
368	55	1206
368	54	1168
365	54	1168
365	54	1026
363	54	1026
363	55	961
362	55	961
362	55	1020
363	55	1020
363	55	966
364	55	966
364	55	1076
364	55	1076
364	55	1202
364	55	1202
364	56	965
364	56	965
364	56	1121
363	56	1121
363	57	1097
360	57	1097
360	58	925
360	58	925
360	58	1011
360	58	1011
360	57	1152
360	57	1152
360	57	944
361	57	944
361	57	1097
361	57	1097
361	56	1172
361	56	1172
361	57	972
362	57	972
362	57	972
362	57	1102
361	57	1102
361	56	1163
362	56	1163
362	57	1027
362	57	1027
362	56	1155
361	56	1155
361	55	1081
361	55	1081
361	55	1148
362	55	1148
362	54	1197
362	54	1197
362	54	1084
362	54	1084
362	54	1134
362	54	1134
363	54	1134
363	53	1188
362	53	1188
362	54	973
362	54	973
362	54	1077
363	54	1077
363	54	977
363	54	977
363	55	1034
363	55	1034
363	55	1149
363	55	1149
363	55	1119
363	55	1119
363	56	981
363	56	981
363	56	1017
363	56	1017
363	56	1162
363	56	1162
363	58	910
363	58	910
363	58	960
361	58	960
361	58	1116
357	58	1116
357	57	994
354	57	994
354	58	877
355	58	877
355	59	1061
355	59	1061
355	59	1126
356	59	1126
356	59	891
357	59	891
357	59	1023
356	59	1023
356	59	1171
356	59	1171
356	59	917
356	59	917
356	60	856
356	61	890
355	61	890
353	61	890
353	60	1181
352	60	1181
352	60	963
353	60	963
353	59	1104
352	59	1104
352	59	1144
353	59	1144
353	57	1227
353	57	1227
353	57	1164
353	57	1164
353	57	1055
353	57	1055
353	56	1114
353	56	1114
353	55	1042
354	55	1042
354	55	974
354	55	974
354	55	1081
355	55	1081
355	54	1154
355	54	1154
355	55	1039
355	55	1039
355	54	1195
355	54	1195
355	54	1195
355	55	1102
355	56	972
355	56	972
355	56	972
355	56	1096
356	56	1096
356	55	1179
356	55	1179
356	55	1158
356	55	1158
356	54	1214
356	54	1214
356	54	1054
357	54	1054
357	54	1161
357	54	1161
357	53	1134
357	53	1134
357	54	968
358	54	968
358	54	1103
358	54	1103
358	54	1103
358	53	1224
359	53	1224
359	54	1012
358	54	1012
